ㅁㄴ,메뉴,아이디,배당,양,text,text2
56,미정국수 0410 안국역점,간비국수,안국역3번 출구에서141m,영업 중21:00에 영업 종료21시 0분에 영업 종료,,늘 우리 곁에서 역사를 같이 했고 그래서 더 익숙하고 친근한 음식. 특별한 날 먹는 비싼 음식은 아니지만 이따금 간단하면서도 든든한 한 끼가 생각날 때 떠올리곤 하는 따끈한 국수 한 그릇. 멸치국수 & 덮밥 잘 하는 집 미정국수0410은 특별하고 고급스러운 장소는 아니지만 언제든 마음 편히 식사할 수 있는 아늑한 곳 혼자서도 부담 없이 들를 수 있는 편안한 곳으로 지난 고객 여러분과 함께 해 왔습니다. 쌀쌀한 날씨에 따끈한 국물이 생각날 때 출출한 배를 든든하게 달래 줄 국수 면발이 생각날 때 그 언제든 편안히 식사할 수 있는 공간 언제든 다시 찾고 싶은 맛집으로 기억되는 곳! 미정국수0410으로 고객 여러분 곁에서 끝없이 노력하겠습니다.
57,미정국수 0410 안국역점,비빔국수,안국역3번 출구에서141m,영업 중21:00에 영업 종료21시 0분에 영업 종료,,늘 우리 곁에서 역사를 같이 했고 그래서 더 익숙하고 친근한 음식. 특별한 날 먹는 비싼 음식은 아니지만 이따금 간단하면서도 든든한 한 끼가 생각날 때 떠올리곤 하는 따끈한 국수 한 그릇. 멸치국수 & 덮밥 잘 하는 집 미정국수0410은 특별하고 고급스러운 장소는 아니지만 언제든 마음 편히 식사할 수 있는 아늑한 곳 혼자서도 부담 없이 들를 수 있는 편안한 곳으로 지난 고객 여러분과 함께 해 왔습니다. 쌀쌀한 날씨에 따끈한 국물이 생각날 때 출출한 배를 든든하게 달래 줄 국수 면발이 생각날 때 그 언제든 편안히 식사할 수 있는 공간 언제든 다시 찾고 싶은 맛집으로 기억되는 곳! 미정국수0410으로 고객 여러분 곁에서 끝없이 노력하겠습니다.
58,미정국수 0410 안국역점,콩국수(여름한정),안국역3번 출구에서141m,영업 중21:00에 영업 종료21시 0분에 영업 종료,,늘 우리 곁에서 역사를 같이 했고 그래서 더 익숙하고 친근한 음식. 특별한 날 먹는 비싼 음식은 아니지만 이따금 간단하면서도 든든한 한 끼가 생각날 때 떠올리곤 하는 따끈한 국수 한 그릇. 멸치국수 & 덮밥 잘 하는 집 미정국수0410은 특별하고 고급스러운 장소는 아니지만 언제든 마음 편히 식사할 수 있는 아늑한 곳 혼자서도 부담 없이 들를 수 있는 편안한 곳으로 지난 고객 여러분과 함께 해 왔습니다. 쌀쌀한 날씨에 따끈한 국물이 생각날 때 출출한 배를 든든하게 달래 줄 국수 면발이 생각날 때 그 언제든 편안히 식사할 수 있는 공간 언제든 다시 찾고 싶은 맛집으로 기억되는 곳! 미정국수0410으로 고객 여러분 곁에서 끝없이 노력하겠습니다.
59,미정국수 0410 안국역점,제육덮밥,안국역3번 출구에서141m,영업 중21:00에 영업 종료21시 0분에 영업 종료,,늘 우리 곁에서 역사를 같이 했고 그래서 더 익숙하고 친근한 음식. 특별한 날 먹는 비싼 음식은 아니지만 이따금 간단하면서도 든든한 한 끼가 생각날 때 떠올리곤 하는 따끈한 국수 한 그릇. 멸치국수 & 덮밥 잘 하는 집 미정국수0410은 특별하고 고급스러운 장소는 아니지만 언제든 마음 편히 식사할 수 있는 아늑한 곳 혼자서도 부담 없이 들를 수 있는 편안한 곳으로 지난 고객 여러분과 함께 해 왔습니다. 쌀쌀한 날씨에 따끈한 국물이 생각날 때 출출한 배를 든든하게 달래 줄 국수 면발이 생각날 때 그 언제든 편안히 식사할 수 있는 공간 언제든 다시 찾고 싶은 맛집으로 기억되는 곳! 미정국수0410으로 고객 여러분 곁에서 끝없이 노력하겠습니다.
60,미정국수 0410 안국역점,매콤참치덮밥,안국역3번 출구에서141m,영업 중21:00에 영업 종료21시 0분에 영업 종료,,늘 우리 곁에서 역사를 같이 했고 그래서 더 익숙하고 친근한 음식. 특별한 날 먹는 비싼 음식은 아니지만 이따금 간단하면서도 든든한 한 끼가 생각날 때 떠올리곤 하는 따끈한 국수 한 그릇. 멸치국수 & 덮밥 잘 하는 집 미정국수0410은 특별하고 고급스러운 장소는 아니지만 언제든 마음 편히 식사할 수 있는 아늑한 곳 혼자서도 부담 없이 들를 수 있는 편안한 곳으로 지난 고객 여러분과 함께 해 왔습니다. 쌀쌀한 날씨에 따끈한 국물이 생각날 때 출출한 배를 든든하게 달래 줄 국수 면발이 생각날 때 그 언제든 편안히 식사할 수 있는 공간 언제든 다시 찾고 싶은 맛집으로 기억되는 곳! 미정국수0410으로 고객 여러분 곁에서 끝없이 노력하겠습니다.
61,미정국수 0410 안국역점,미정미니밥,안국역3번 출구에서141m,영업 중21:00에 영업 종료21시 0분에 영업 종료,,늘 우리 곁에서 역사를 같이 했고 그래서 더 익숙하고 친근한 음식. 특별한 날 먹는 비싼 음식은 아니지만 이따금 간단하면서도 든든한 한 끼가 생각날 때 떠올리곤 하는 따끈한 국수 한 그릇. 멸치국수 & 덮밥 잘 하는 집 미정국수0410은 특별하고 고급스러운 장소는 아니지만 언제든 마음 편히 식사할 수 있는 아늑한 곳 혼자서도 부담 없이 들를 수 있는 편안한 곳으로 지난 고객 여러분과 함께 해 왔습니다. 쌀쌀한 날씨에 따끈한 국물이 생각날 때 출출한 배를 든든하게 달래 줄 국수 면발이 생각날 때 그 언제든 편안히 식사할 수 있는 공간 언제든 다시 찾고 싶은 맛집으로 기억되는 곳! 미정국수0410으로 고객 여러분 곁에서 끝없이 노력하겠습니다.
62,현 닭매운탕,닭곰탕,안국역3번 출구에서137m,영업 중23:00에 영업 종료23시 0분에 영업 종료,,
63,현 닭매운탕,닭계장,안국역3번 출구에서137m,영업 중23:00에 영업 종료23시 0분에 영업 종료,,
64,현 닭매운탕,닭칼국수,안국역3번 출구에서137m,영업 중23:00에 영업 종료23시 0분에 영업 종료,,
65,현 닭매운탕,닭무침,안국역3번 출구에서137m,영업 중23:00에 영업 종료23시 0분에 영업 종료,,
66,현 닭매운탕,나물전,안국역3번 출구에서137m,영업 중23:00에 영업 종료23시 0분에 영업 종료,,
67,현 닭매운탕,닭백반,안국역3번 출구에서137m,영업 중23:00에 영업 종료23시 0분에 영업 종료,,
68,현 닭매운탕,빨간 닭 매운탕,안국역3번 출구에서137m,영업 중23:00에 영업 종료23시 0분에 영업 종료,,
69,현 닭매운탕,하얀 닭 매운탕,안국역3번 출구에서137m,영업 중23:00에 영업 종료23시 0분에 영업 종료,,
70,현 닭매운탕,누릉지/모듬야채(사리),안국역3번 출구에서137m,영업 중23:00에 영업 종료23시 0분에 영업 종료,,
71,현 닭매운탕,칼국수/볶음밥/떡(사리),안국역3번 출구에서137m,영업 중23:00에 영업 종료23시 0분에 영업 종료,,
72,현 닭매운탕,깐풍 닭튀김,안국역3번 출구에서137m,영업 중23:00에 영업 종료23시 0분에 영업 종료,,
73,ERROR,향가,,,,
74,써브웨이 북촌점,스파이시 바비큐,안국역3번 출구에서21m,영업 중18:00에 영업 종료18시 0분에 영업 종료,,
75,써브웨이 북촌점,스파이시 이탈리안,안국역3번 출구에서21m,영업 중18:00에 영업 종료18시 0분에 영업 종료,,
76,써브웨이 북촌점,스파이시 쉬림프,안국역3번 출구에서21m,영업 중18:00에 영업 종료18시 0분에 영업 종료,,
77,써브웨이 북촌점,에그마요,안국역3번 출구에서21m,영업 중18:00에 영업 종료18시 0분에 영업 종료,,
78,써브웨이 북촌점,이탈리안 비엠티,안국역3번 출구에서21m,영업 중18:00에 영업 종료18시 0분에 영업 종료,,
79,써브웨이 북촌점,비엘티,안국역3번 출구에서21m,영업 중18:00에 영업 종료18시 0분에 영업 종료,,
80,써브웨이 북촌점,햄,안국역3번 출구에서21m,영업 중18:00에 영업 종료18시 0분에 영업 종료,,
81,써브웨이 북촌점,참치,안국역3번 출구에서21m,영업 중18:00에 영업 종료18시 0분에 영업 종료,,
82,써브웨이 북촌점,치킨 슬라이스,안국역3번 출구에서21m,영업 중18:00에 영업 종료18시 0분에 영업 종료,,
83,써브웨이 북촌점,치킨 베이컨 아보카도,안국역3번 출구에서21m,영업 중18:00에 영업 종료18시 0분에 영업 종료,,
84,써브웨이 북촌점,로스트 치킨,안국역3번 출구에서21m,영업 중18:00에 영업 종료18시 0분에 영업 종료,,
85,써브웨이 북촌점,로티세리 바비큐 치킨,안국역3번 출구에서21m,영업 중18:00에 영업 종료18시 0분에 영업 종료,,
86,써브웨이 북촌점,써브웨이 클럽,안국역3번 출구에서21m,영업 중18:00에 영업 종료18시 0분에 영업 종료,,
87,써브웨이 북촌점,베지,안국역3번 출구에서21m,영업 중18:00에 영업 종료18시 0분에 영업 종료,,
88,써브웨이 북촌점,쉬림프,안국역3번 출구에서21m,영업 중18:00에 영업 종료18시 0분에 영업 종료,,
89,노란상소갈비 안국역점,정갈비,안국역3번 출구에서21m,영업 중20:40에 라스트오더20시 40분에 라스트오더,단체 이용 가능 예약 무선 인터넷 남/녀 화장실 구분,*영업시간 안내* 평일 : 11:00 ~ 15:00 / 17:00 ~ 2 2:00 15:00 ~ 17:00분 Breaktime 주말공휴일 12: 00분 ~ 21:30분으로 Breaktime 없이 운영...
90,노란상소갈비 안국역점,생갈비,안국역3번 출구에서21m,영업 중20:40에 라스트오더20시 40분에 라스트오더,단체 이용 가능 예약 무선 인터넷 남/녀 화장실 구분,*영업시간 안내* 평일 : 11:00 ~ 15:00 / 17:00 ~ 2 2:00 15:00 ~ 17:00분 Breaktime 주말공휴일 12: 00분 ~ 21:30분으로 Breaktime 없이 운영...
91,노란상소갈비 안국역점,이동갈비,안국역3번 출구에서21m,영업 중20:40에 라스트오더20시 40분에 라스트오더,단체 이용 가능 예약 무선 인터넷 남/녀 화장실 구분,*영업시간 안내* 평일 : 11:00 ~ 15:00 / 17:00 ~ 2 2:00 15:00 ~ 17:00분 Breaktime 주말공휴일 12: 00분 ~ 21:30분으로 Breaktime 없이 운영...
92,노란상소갈비 안국역점,※(한정판매) 토시살,안국역3번 출구에서21m,영업 중20:40에 라스트오더20시 40분에 라스트오더,단체 이용 가능 예약 무선 인터넷 남/녀 화장실 구분,*영업시간 안내* 평일 : 11:00 ~ 15:00 / 17:00 ~ 2 2:00 15:00 ~ 17:00분 Breaktime 주말공휴일 12: 00분 ~ 21:30분으로 Breaktime 없이 운영...
93,노란상소갈비 안국역점,(점심특선)소갈비정식,안국역3번 출구에서21m,영업 중20:40에 라스트오더20시 40분에 라스트오더,단체 이용 가능 예약 무선 인터넷 남/녀 화장실 구분,*영업시간 안내* 평일 : 11:00 ~ 15:00 / 17:00 ~ 2 2:00 15:00 ~ 17:00분 Breaktime 주말공휴일 12: 00분 ~ 21:30분으로 Breaktime 없이 운영...
94,노란상소갈비 안국역점,(점심특선)오삼불백,안국역3번 출구에서21m,영업 중20:40에 라스트오더20시 40분에 라스트오더,단체 이용 가능 예약 무선 인터넷 남/녀 화장실 구분,*영업시간 안내* 평일 : 11:00 ~ 15:00 / 17:00 ~ 2 2:00 15:00 ~ 17:00분 Breaktime 주말공휴일 12: 00분 ~ 21:30분으로 Breaktime 없이 운영...
95,노란상소갈비 안국역점,(점심특선)한우육회비빔밥Set,안국역3번 출구에서21m,영업 중20:40에 라스트오더20시 40분에 라스트오더,단체 이용 가능 예약 무선 인터넷 남/녀 화장실 구분,*영업시간 안내* 평일 : 11:00 ~ 15:00 / 17:00 ~ 2 2:00 15:00 ~ 17:00분 Breaktime 주말공휴일 12: 00분 ~ 21:30분으로 Breaktime 없이 운영...
96,노란상소갈비 안국역점,한우육회,안국역3번 출구에서21m,영업 중20:40에 라스트오더20시 40분에 라스트오더,단체 이용 가능 예약 무선 인터넷 남/녀 화장실 구분,*영업시간 안내* 평일 : 11:00 ~ 15:00 / 17:00 ~ 2 2:00 15:00 ~ 17:00분 Breaktime 주말공휴일 12: 00분 ~ 21:30분으로 Breaktime 없이 운영...
97,노란상소갈비 안국역점,양곰탕,안국역3번 출구에서21m,영업 중20:40에 라스트오더20시 40분에 라스트오더,단체 이용 가능 예약 무선 인터넷 남/녀 화장실 구분,*영업시간 안내* 평일 : 11:00 ~ 15:00 / 17:00 ~ 2 2:00 15:00 ~ 17:00분 Breaktime 주말공휴일 12: 00분 ~ 21:30분으로 Breaktime 없이 운영...
98,노란상소갈비 안국역점,된장찌개,안국역3번 출구에서21m,영업 중20:40에 라스트오더20시 40분에 라스트오더,단체 이용 가능 예약 무선 인터넷 남/녀 화장실 구분,*영업시간 안내* 평일 : 11:00 ~ 15:00 / 17:00 ~ 2 2:00 15:00 ~ 17:00분 Breaktime 주말공휴일 12: 00분 ~ 21:30분으로 Breaktime 없이 운영...
99,노란상소갈비 안국역점,한우육회비빔밥,안국역3번 출구에서21m,영업 중20:40에 라스트오더20시 40분에 라스트오더,단체 이용 가능 예약 무선 인터넷 남/녀 화장실 구분,*영업시간 안내* 평일 : 11:00 ~ 15:00 / 17:00 ~ 2 2:00 15:00 ~ 17:00분 Breaktime 주말공휴일 12: 00분 ~ 21:30분으로 Breaktime 없이 운영...
100,노란상소갈비 안국역점,비빔냉면,안국역3번 출구에서21m,영업 중20:40에 라스트오더20시 40분에 라스트오더,단체 이용 가능 예약 무선 인터넷 남/녀 화장실 구분,*영업시간 안내* 평일 : 11:00 ~ 15:00 / 17:00 ~ 2 2:00 15:00 ~ 17:00분 Breaktime 주말공휴일 12: 00분 ~ 21:30분으로 Breaktime 없이 운영...
101,노란상소갈비 안국역점,물냉면,안국역3번 출구에서21m,영업 중20:40에 라스트오더20시 40분에 라스트오더,단체 이용 가능 예약 무선 인터넷 남/녀 화장실 구분,*영업시간 안내* 평일 : 11:00 ~ 15:00 / 17:00 ~ 2 2:00 15:00 ~ 17:00분 Breaktime 주말공휴일 12: 00분 ~ 21:30분으로 Breaktime 없이 운영...
102,노란상소갈비 안국역점,시저샐러드추가,안국역3번 출구에서21m,영업 중20:40에 라스트오더20시 40분에 라스트오더,단체 이용 가능 예약 무선 인터넷 남/녀 화장실 구분,*영업시간 안내* 평일 : 11:00 ~ 15:00 / 17:00 ~ 2 2:00 15:00 ~ 17:00분 Breaktime 주말공휴일 12: 00분 ~ 21:30분으로 Breaktime 없이 운영...
103,ERROR,왕짱구,,,,
104,바른치킨 종로5가점,현미바삭,종로5가역1번 출구에서392m,영업 중23:00에 영업 종료23시 0분에 영업 종료,단체 이용 가능 포장 예약,오늘 당신의 치킨은 몇번째 튀긴 치킨인가요? 국내 최초로 치킨 실번제를 통해 몇번째 튀긴 치킨인지 눈으로 직접 확인하고 드실 수 있는 믿을 수 있는 바른치킨 ! 기름 한 통(18L) 으로 치킨 58마리만 조리해 58번째 치킨까지 산가 1.0이하의 안심 먹거리 이제 매장에서 만나보세요 ^^ (식약처 기준 산가 3.0 이하)
