id,메뉴,아이디,text,양,배달
95,청화원,전 화 위 복,"솔직리뷰! 1.대만음식점 처음 가보는데 생각보다 꽤 괜찮았다. 2.우육도삭면의 경우, 면발이 약간 수제비를 면발로 만든 듯한 맛과 식감이며, 고기는 굉장히 부드럽다. 국물은 약간 밋밋한 맛이지만 매력이 있다. 3.어향육슬덮밥의 경우, 고기가 주재료로 나오는데 어묵향이 난다. 식감도 괜찮고 밥과 함께 먹으니 밥도둑이다. 이 메뉴 개인적으로 가장 맛있다고 느꼈기에 적극 추천한다. 4.딤섬 쇼룽포오의 경우, 육즙이 장난 아니다. 고기도 색다른 맛으로 전혀 거부감이 없었고 고급진 만두를 먹는 느낌이어서 너무 괜찮았다. 5.사실 무작정 고른 메뉴들이지만, 모두 후회없는 선택이었다. 다음엔 다른 메뉴도 도전해 보고싶다. 6.화장실은 남녀공용이며 약간 좁은 느낌이다.",22.11.23.수,1
96,청화원,극뽁,추천합니다~ 다음에 새로운 메뉴도먹고 싶어여,6.3.토,2
97,청화원,skk****,맛있는 곳!,7.24.월,3
98,청화원,Hyo8912,나쁘지않아요. 청경채 버섯볶음 맛잇음. 반찬으로먹으면 좋을듯. 음식 빨리나옴,1.21.토,1
99,청화원,슈크림먹자,어향가지 맛잇어요 ㅠㅠ 바삭바삭,2.12.일,1
100,청화원,코드깎는사람,가격만큼 맛있습니다.,6.25.일,1
101,청화원,sar****,친절하지 않은 식당.. 서비스는 기대하지도 말고 가지 마세요. 반찬 리필도 기대하지 마시고 주방에서는 중국말로 시끄럽고 3가지 음식은 따로따로 한가지 음식은 30분 지나 나오고 그것도 새로온 옆테이블로 컵도 대충 툭 미안하다는 말도 없고 최악의 식당,2.18.토,1
102,청화원,bearscanfly,"유발도삭면 9500 우육도삭면 9500 총 19000 메뉴 사진 봤을 때 유발도삭면 국물인줄 알았는데 비빔이어서 예상치 못했던 서프라이즈,,, 근데 무난하게 맛있었음",22.12.28.수,1
103,청화원,퍼스트맨77,나무젓가락에서 쉰내가 나고 중국인 종업원인지 조선족인지 써빙 최악이네요,5.14.일,1
104,청화원,scv0128,굿,7.9.일,1
105,청화원,우렁찬된장찌개,비빔이 맛있네요 샤롱포오는 상하이에서 먹었던 맛이라 좋았습니다. 기본 우육면은 그냥 그랬으요,4.1.토,1
106,청화원,이카루스561,우육면 진짜 존맛입니다,5.29.월,2
107,청화원,밍융,중국분이 운영하시나봐요~ 매장은 청결하고 좋았습니다만 음식이 제 입에는 살짝 짰어요 ...ㅋㅋㅋ 맛은 있었습니다!,3.2.목,1
108,청화원,베스마,우육면이 맛있는 곳 :),4.11.화,1
109,청화원,dpswpffk26,,6.6.화,1
110,청화원,라이올스,서울에서 느끼는 중식.. 굿~~~냉채가 아주 굿굿~~,2.11.토,1
111,청화원,이십억3411,나이먹은 사람도 먹기좋게 간도 잘 되어있고 좋은데 탕수육은 넘 딱딱해서 주문하고 먹지를 못했네요 나이먹은사람들이 주문하면 이런 사항들을 안내해주면 좋겠네요,7.10.월,1
112,청화원,우아앗,"리뷰 잘안하는데 여긴 해야겠네요. 대만 여행 후 우육탕면이 생각나서 갔는데... 여러모로 실망입니다. 1. 우육탕면의 맛은 그냥 편의점 비싼 컵라면 같았어요 2. 소룡포 6개 중에 4개가 터져서오면... 육수없는 수룡포 ㅎㅎ 소룡포 간장에 생강채가 2-3개라서 더달라 더달라했더니 남자직원 : ""이거 서비스 아니예요"" / ""반찬 아니예요"" 제가 그럼 사먹을테니 팔아달라해도 궁시렁거리며 어이없는 말투로 하네요 3. 가지볶음밥은 뭐 그냥 그랬습니다. 4. 그리고 가장 심각한게 테이블 위생입니다. 비위생적인 걸레로 계속 닦고 사시는지 걸레 냄새가 테이블에서 넘쳐납니다. 우육탕면 먹으려고 코좀 내리면 걸레냄새가 ㅎㅎㅎ 별점 0점 없나요?",2.4.토,1
113,청화원,Moving47,처음가봤는데 음식 양도 많고 맛있게 먹었네요,2.20.월,1
114,청화원,lun****,제 입맛에는 별루였는데 손님이 많은걸보니 저랑만 안맞나봐요,4.26.수,1
115,청화원,김씩93,맛있어여,5.20.토,1
116,청화원,잇쇼hh,재방문의사는 없습니다 쏘쏘,2.26.일,1
117,청화원,Mint1014,저는 다시는 안갈 것 같아요!! 볶음요리인데 면도밥도 너무차갑고 밥은 심지어 딱딱해요! 엄마랑 둘이갔는데 완전... 접시도 전부 이가 나갔고 심지어 엄마그릇은 대략 10곳정도 이가 나갔네요... 깨졌다고 말씀드리니까 웅얼웅얼 거리시더니 제 접시만 바꿔 먹던음식을 부어주시더라고요? 음식에 접시 부스러기가 들어갔으면요? 그거 삼키면 어쩌죠? 어린손님도 많던데... 너무 실망스럽습니다,1.23.월,1
118,청화원,뽀뽀댕,양에 비해 가격은 비싸지만 맛있게 먹었어요^^,22.12.25.일,1
119,청화원,다사랑83,만두도 맛있고 우육도삭면도 맛있게 잘 먹고 왔습니다,7.15.토,1
120,청화원,Wiwynnn,첨 먹어봤는데 향신료땜에 호불호 갈릴 맛이지만괜찮았어요!,2.6.월,1
121,청화원,gnwl93,여럿이서 가면 좋아요~ 꿔바로우 맛남ㅋ,22.12.20.화,1
122,청화원,Victor8896,맛있어요,5.31.수,1
123,청화원,ftr****,양이되게많아요! 수제비같은맛! 새우딤섬짱! 샤롱바오? 쫌느끼하긴긴하지만 육즙굳!,22.12.3.토,1
124,청화원,썬쓰90,새우 아스파라거스 딤섬은 너무 예뻐서 먹기 아까운데 맛도 있었고 우육 도삭면도 맛있어요. 가끔 특별한 메뉴 먹고 싶을때나 가볍게 먹고 싶을때~대학로데이또 할때~가기 괜찮은 거 같아요.,22.12.24.토,1
125,청화원,hyn223,맛있어어어어여!!,3.3.금,1
126,청화원,아이지기,음식만 맛있음,3.3.금,1
127,청화원,오로라엘,"대만에서 먹었던 우육면이 생각나서 먹어봤네요.그것보단 덜 기름진것같고 먹을만했어요.혼밥하기 좋은곳이고,혼자라서 딤섬은 못 먹어봤는데 담엔 딤섬먹으며 칭따오한잔 하고싶네요",22.11.16.수,1
128,청화원,스톰3561,맛있어요,6.25.일,1
129,청화원,izam98,가성비 좋은 가지튀김 맛있어요~,22.12.18.일,1
130,청화원,킴14,"어향육슬덮밥, 우육도삭면, 쇼롱포 다 맛있어요!",1.25.수,1
131,청화원,늘푸른이,good,6.24.토,1
132,청화원,행복맘1453,,3.26.일,1
133,청화원,바람4441,식사를 2개시켰는데 한가지만 나와서 하나는 취소하고 옴,5.22.월,1
134,청화원,cho****,,5.26.금,1
135,청화원,오히려졓아,가성비대비 쏘쏘하지만 맛있어요 ??,1.23.월,1
136,청화원,뚜벅yee,우육면이 땡기는 날에 가면 좋을듯 합니다.,3.19.일,1
137,청화원,이은솔54,"딸이 이집을 좋아해서 데이트 하면서 점심 먹으러 갔는데, 평소 시키는데로 도삭면과 소고기볶음밥을 시켰는데 너무 심하게 금이가고 이가 여러군데 나간 접시에 줘서, 접시 상태가 심하다고 바꾸어달라고 했더니, 다른접시도 다 그런다고 하면서 안바꿔 줘서 기분이 많이 안좋았어요. 기분좋게 먹고 싶은데 개밥그릇에 주는것도 아니고 다시는 안가려고요. 도삭면 그릇도 이가 나가 있더라구요. 참 많이 아쉽습니다.",1.25.수,2
138,청화원,세팔이17,좋아요,8.9.수,1
139,청화원,윱인32,"영수증 리뷰 귀찮아서 안 남기는 사람입니다. 근데 여러분 꼭 봐주세요. 1. 평일 저녁 결제 하고 나가려는 손님 한팀 있었고 다 빈자리, 도착하자마자 다 빈좌석이고 카운터에 직원 두명 있어서(한명은 결제, 한명은 쳐다만 보고 있었음) 2층은 올라가면 안될 것 같아서 어디 앉냐고 물어봄-손짓으로 가리킴, 한마디 안함 2. 말했다시피 다 빈좌석이었으나 주방 바로 앞자리 안내 3. 주방에서 접시 닦아서 나와서 정리 하는 소리 진짜 매장을 울릴 정도로 컸음 4. 주방 직원 두명 중 설거지 하는 한 분은 마스크 낌, 한명은 조리 하는 사람인데 마스크도 안 끼고 음식 만듦, 그리고 나와서 홀 직원인지 사장인지 지들끼리 중국어로 시끄럽게 얘기 함 - 일행이 중국 유학 갔다온 사람인데 샤비인지 사비인지 뭐라고하는걸들음",1.2.월,1
140,청화원,단님53,딤섬 육즙이 짱입니다...ㅠ.ㅠ 입천장이랑 목구멍 데일 뻔...했지만 굿굿 !! 우육도삭면도 현지느낌은 아니지만 괜찮았어요!,22.11.16.수,1
141,청화원,리히텐슈타인59,"중국식 장조림을 시켰는데 도삭면 다 먹을 때까지 나오지도 않았네요. 종업원 호출 버튼에도 반응도 안 하고 몇 번째야 와서 왜이렇게 안 오냐고 했더니, 내가 다른 일이 밀려있는데 어쩌냐면서 고객에게 화를 내는 엄청난 태도에 감격하고 갑니다. 돈 내고 을의 입장에 서 보고싶으신 분에게 강추!",1.23.월,1
142,청화원,vi****,대학로에서 성대가는 길. 우육도삭면 맛있고 부추만두도 굿!,22.12.11.일,1
143,청화원,롤올리롤리,굿,5.5.금,1
144,청화원,타기비치1676,"우육도삭면은 음식주문후 1분도채 되지않아서 바로 나왔는데 뜨겁지않아 국물이 느끼했고, 꿔바로우는 너무 늦게나와서 타이밍이 맞지않아 결국 남겼네요. 음식 이외에 단무지, 자차이, 땅콩, 양파,김치 같은 밑반찬이 전혀없다는게 놀랍네요.",22.12.30.금,1
145,청화원,극뽁,굿굿 맛있어요~~,4.11.화,1
146,청화원,소나무진정시카,매장이 넓어서 좋았어요! 우육탕면은 처음인데 처음치고는 맛있게 먹을 수 있었어요,1.19.목,1
147,청화원,magnolla,수정 달만두는 진짜 쫀득하고 맛있었구요 유발도삭면은 맛있긴 했는데 면 때문인지 살짝 밍밍하다는 느낌이 들어서 조금 아쉬웠어요! 그래도 잘먹었습니다,22.10.23.일,1
148,청화원,나무수피,어향가지 덮밥 진짜 짱맛있에요.. 또 먹고 싶어요,3.9.목,1
149,청화원,이카루스561,우육면 맛있어요,5.22.월,1
150,청화원,코코8675,굿,4.22.토,1
151,청화원,종로라이프,좋아요,6.24.토,1
152,청화원,alnilam,"덮밥은 소스맛 괜찮았던 것 같아요. 가격&고기양 생각하면 고기질 정도는 감안할 수 있을 정도. 도삭면은 밀가루향 나는 게 덜 익었나 싶었고, 국물도 향 약하고 맛도 밍밍해서 별로였어요. 계산하려고 삼페-폰 건네니까 말도 없이 포스기 왼쪽에 달린(카운터 앞 바닥 아님) 카드 리더기 부분을 손으로 툭툭 치더군요. 손 뻗어서 대고 있어야 되는 곳이요. 중국인이 운영하고 원래 서비스 기대 안 하는 나라이긴 하지만, 한국에선 그런 중국인 음식점 별로 못 봐서 당황스럽긴했네요.",22.11.6.일,1
153,청화원,yeh6202,어향가지덮밥 현지에서 먹은맛처럼 맛있어요 깨끗한 서빙도좋고요,1.10.화,1
154,청화원,복꼬64,국수맛은 그냥그냥 자리가 불편해요. 밥은 꽝,1.1.일,1
155,청화원,귀요미유령이,보기보다 양이 많아요. 국물에 깊은 맛은 좀 덜한것같아요,22.12.28.수,1
156,청화원,할배집사,오랫만에 맛있는 딤섬 도삭비빔면 너무 맛있었어요,22.11.6.일,1
157,청화원,ISIISS99,아쉽지만 내 입맛에는 그냥 그럼….ㅠㅠ,1.1.일,1
158,청화원,세상엔 맛집이 너무 많아,개인적으로 가지튀김을 좋아해서 시켜서 먹어봤어요. 음 잘해요. 맛나요!! 다시 가서 먹을거에요. 다른 음식도 시켜 보려구요. 대학로에 중국음식이 많네요. 오랜만에가서 깜짝놀랬어요 중국뷴들이어서 불친절해요. 표정도 그래서 . 저도 무뚝뚝하게ㅋㅋ,22.10.15.토,1
159,청화원,나봉씨,"중국 음식을 좋아하신다면, 맛있는 한 끼를 드실 수 있습니다, 그러나 큰 봉투에 담긴 냉동 만두(식재료)를 바닥에 질질 끌고 가시는 직원 분의 모습은 다시는 보고 싶지 않네요,",2.3.금,1
160,청화원,해피유닛,"도삭면을 처음 먹어봤는데 탱글 두꺼운 면이 매력적이고, 국물은 시래기 국? 그런 맛! 좀 더 뜨끈했으면 좋았을텐데, 라는 생각이 들었음. 샤오롱바우 육즙 가득하고 맛있었음! 맛은 있었는데 재방문하고 싶지 않은 희안한 느낌.. 진짜 중국에 있는 느낌이었고, 손님들 외국인 많았는데 스피커 폰으로 통화하고, 애기들 소리 엄청 지르고 유튜브 음량이 엄청 컸음... 그랬다는 후기 끝-",22.12.4.일,1
161,청화원,Odysseyy,면은 많은데 고기가 적어요 좀 비싼느낌 면이수제비같아요,22.12.29.목,1
162,청화원,hikomaru,짜샤이 반찬이 새콤하니 맛있어요. 이국적인 맛보러 가기 좋네요ㅎㅎ,22.11.1.화,1
163,청화원,메리소,"우육도삭면 처음 먹어봤는데, 된장국?느낌 나서 거부감도 안 들었고 면도 독특해서 맛있게 먹었어요!",22.11.26.토,1
164,청화원,rin****,맛은 쏘쏘,7.14.금,1
165,청화원,공돌이41,굿,4.6.목,2
166,청화원,ㅇㅅㅇ31,중화요리 먹기에 좋아요 가격대는 좀 있다고 학생입장에서 느껴졌어요 성균관대생들한테 접근성이 좋음,22.11.21.월,1
167,청화원,흐로힐,태양이 인법 보러가는길에 저녁먹었는데 만두는 6개인데 먼저먹어서....4개입니당...꿔바로우도 안짜고 바삭하고 찹쌀?튀김옷도 두꺼워서 맛있어용ㅎㅎ담엔 우육면 먹고싶네용,22.10.28.금,1
168,청화원,넹구르,꿔바로우또먹으러옴,3.4.토,2
169,청화원,오랑달,비빔면이 나아요~~ 우육면은 약간 싱겁..?,4.10.월,1
170,청화원,NEVAEH90,가격은 비싸지만 맛은 괜찮습니다.,3.26.일,1
171,청화원,넹구르,꿔바로우 미쳤어요,2.25.토,1
172,청화원,뿜빰뿜7,조아요,4.26.수,1
173,청화원,Lucky1976,??,3.1.수,1
174,청화원,따뜻한겨울,맛있어요!!,3.16.목,1
175,청화원,지츄다,맛있어요,3.16.목,1
176,청화원,euluv,볶음밥은 맛있고. 도삭면은 실망.,22.12.23.금,1
177,청화원,hooding,맛있어요유ㅠ,3.17.금,1
178,청화원,민서정윤맘,우육면 보고 들어갔는데 크림새우가 제일 맛났네요,2.13.월,1
179,청화원,doy****,ㄱㄱ,5.17.수,2
180,청화원,톰톰이,장조림국물맛,2.11.토,1
181,청화원,애플민트7,국물없는 비빔면 소스 맛있어요~,22.12.17.토,1
182,청화원,vbcnxmz,"이것만으로도 너무한데 음식 맛도 딱히 좋지 않아서 더 불쾌한 경험이었습니다. 서빙하시는 직원분 둘다 불친절하시고요, 한 분은 불친절이라는 말로도 형용 불가능할 정도로 무례했습니다. 그리고 식당에서 서빙 일하시면 마스크는 쓰고 일하시길 바랍니다. 쓴 돈이 너무너무 아깝고 정말 다시는 방문하고 싶지 않습니다. 최악의 서비스 경험하고 싶으시면 추천드려요.",22.10.28.금,1
183,청화원,냥냥펀치공격,지나가다가 맛있어보여서 들렀는데 손님이 많더라구요! 특별한 메뉴 먹고 싶으면 추천합니다!,22.9.10.토,1
184,청화원,du엄bell,맛있어요.,4.8.토,1
185,청화원,bri****,,22.12.28.수,1
186,청화원,러브비타,음식이 맛있습니다,6.11.일,1
187,청화원,최쥴리,늦은 저녁 마땅히 갈 식당이 없었는데 우연히 들어왔어요! 음식맛도 괜찮고 늦게까지 많은 손님들도 있어서 기분좋게 먹고왔네요~,22.11.7.월,1
188,청화원,qaz****,맛있어요,4.1.토,1
189,청화원,최혜진9299,,4.23.일,1
190,청화원,hamish,면이 전보다 덜 쫄깃한 느낌. 딤섬은 맛있어요. 짜사이? 엄청 짜요.,1.8.일,1
191,청화원,밸리27,",,",3.11.토,1
192,청화원,행복한 자수성가,음식점은 예쁘지만 한국인 입맛은 어떨지..면과 국물이 겉도는 맛.직원 친절하지 않음..손님 의자 아래 직원 슬리퍼가 있고 전체적으로 청결해 보이지 않음,22.10.23.일,1
193,청화원,kingik,사장이신 것 같은데.. 아주머니 한분 자리에 누워서 응대하는 거 보고 놀랐습니다. 불친절을 보너스. 장사 그런 식으로 하지 마시길... 맛은 괜찮습니다,22.11.12.토,1
194,청화원,리포빙,위생얘기가 많던데 종업원분들이 거의 다 한국인이 아니어서 그런 것 같아요. 제대로 된 의사소통은 안됩니다. 맛은 괜찮아요. 인테리어도 나쁘지않고요. 다만 끝날시간 다 되어가면 모든 테이블에 눈치 좀 많이 줍니다..!,22.10.22.토,1
195,청화원,candyzzang,대만음식점인거 같아 지나다가 들렀는데 매장이 조그만 하네요,22.12.1.목,1
196,청화원,황대식17,친절하고 특별한맛 좋아요,2.19.일,1
197,청화원,loveaffair104,맛있어요!! 특히 딤섬이랑 꿔바로우 좋아요!,22.11.26.토,1
