ㅁㄴ,메뉴,아이디,배당,양,text,text2
73,심야식당,수제떡갈비+주먹밥,혜화역4번 출구에서206m,영업 중03:00에 영업 종료3시 0분에 영업 종료,단체 이용 가능 예약 무선 인터넷,연락처 010-3256-9570. (연중무휴) 2003년 홍대 오뎅바 두번째이야기 대학로 심야식당으로 업그 레이드 했습니다. 이름에 걸맞게 분위기좋...
74,심야식당,모듬튀김(감자+김말이+어니언링),혜화역4번 출구에서206m,영업 중03:00에 영업 종료3시 0분에 영업 종료,단체 이용 가능 예약 무선 인터넷,연락처 010-3256-9570. (연중무휴) 2003년 홍대 오뎅바 두번째이야기 대학로 심야식당으로 업그 레이드 했습니다. 이름에 걸맞게 분위기좋...
75,심야식당,왕새우튀김+샐러드,혜화역4번 출구에서206m,영업 중03:00에 영업 종료3시 0분에 영업 종료,단체 이용 가능 예약 무선 인터넷,연락처 010-3256-9570. (연중무휴) 2003년 홍대 오뎅바 두번째이야기 대학로 심야식당으로 업그 레이드 했습니다. 이름에 걸맞게 분위기좋...
76,스시 사소우,냉소바로스까스(1인분),혜화역4번 출구에서208m,영업 중22:30에 라스트오더22시 30분에 라스트오더,단체 이용 가능 포장 배달 무선 인터넷 남/녀 화장실 구분,// 추석연휴 정상운영 합니다 // 추석당일(29일)만 오픈 11시 ~22:30 외에는 10시~22시30분 정상운영 합니다 반갑습니다 감사합니다 - 맛있는 한 끼를 위해 언제나 노력하는 스시사소우 입니다 ! 사소우는 초밥과 생선구이 도시락 사시미 덮밥 등 퓨전일식전문점으로 늘 손님들의 소중한 한 끼를 위해 연구하며 나아가고있습니다 - 매장과 배달로도 운영중이며 언제나 정성다한 마음과 깨끗한 손길로 보답해나가겠습니다 - 감사합니다 :)
77,스시 사소우,냉소바왕새우튀김(1인분),혜화역4번 출구에서208m,영업 중22:30에 라스트오더22시 30분에 라스트오더,단체 이용 가능 포장 배달 무선 인터넷 남/녀 화장실 구분,// 추석연휴 정상운영 합니다 // 추석당일(29일)만 오픈 11시 ~22:30 외에는 10시~22시30분 정상운영 합니다 반갑습니다 감사합니다 - 맛있는 한 끼를 위해 언제나 노력하는 스시사소우 입니다 ! 사소우는 초밥과 생선구이 도시락 사시미 덮밥 등 퓨전일식전문점으로 늘 손님들의 소중한 한 끼를 위해 연구하며 나아가고있습니다 - 매장과 배달로도 운영중이며 언제나 정성다한 마음과 깨끗한 손길로 보답해나가겠습니다 - 감사합니다 :)
78,스시 사소우,사소우초밥(10pcs),혜화역4번 출구에서208m,영업 중22:30에 라스트오더22시 30분에 라스트오더,단체 이용 가능 포장 배달 무선 인터넷 남/녀 화장실 구분,// 추석연휴 정상운영 합니다 // 추석당일(29일)만 오픈 11시 ~22:30 외에는 10시~22시30분 정상운영 합니다 반갑습니다 감사합니다 - 맛있는 한 끼를 위해 언제나 노력하는 스시사소우 입니다 ! 사소우는 초밥과 생선구이 도시락 사시미 덮밥 등 퓨전일식전문점으로 늘 손님들의 소중한 한 끼를 위해 연구하며 나아가고있습니다 - 매장과 배달로도 운영중이며 언제나 정성다한 마음과 깨끗한 손길로 보답해나가겠습니다 - 감사합니다 :)
79,스시 사소우,특초밥(12pcs),혜화역4번 출구에서208m,영업 중22:30에 라스트오더22시 30분에 라스트오더,단체 이용 가능 포장 배달 무선 인터넷 남/녀 화장실 구분,// 추석연휴 정상운영 합니다 // 추석당일(29일)만 오픈 11시 ~22:30 외에는 10시~22시30분 정상운영 합니다 반갑습니다 감사합니다 - 맛있는 한 끼를 위해 언제나 노력하는 스시사소우 입니다 ! 사소우는 초밥과 생선구이 도시락 사시미 덮밥 등 퓨전일식전문점으로 늘 손님들의 소중한 한 끼를 위해 연구하며 나아가고있습니다 - 매장과 배달로도 운영중이며 언제나 정성다한 마음과 깨끗한 손길로 보답해나가겠습니다 - 감사합니다 :)
80,스시 사소우,VIP초밥(13pcs),혜화역4번 출구에서208m,영업 중22:30에 라스트오더22시 30분에 라스트오더,단체 이용 가능 포장 배달 무선 인터넷 남/녀 화장실 구분,// 추석연휴 정상운영 합니다 // 추석당일(29일)만 오픈 11시 ~22:30 외에는 10시~22시30분 정상운영 합니다 반갑습니다 감사합니다 - 맛있는 한 끼를 위해 언제나 노력하는 스시사소우 입니다 ! 사소우는 초밥과 생선구이 도시락 사시미 덮밥 등 퓨전일식전문점으로 늘 손님들의 소중한 한 끼를 위해 연구하며 나아가고있습니다 - 매장과 배달로도 운영중이며 언제나 정성다한 마음과 깨끗한 손길로 보답해나가겠습니다 - 감사합니다 :)
81,스시 사소우,연어초밥(10pcs),혜화역4번 출구에서208m,영업 중22:30에 라스트오더22시 30분에 라스트오더,단체 이용 가능 포장 배달 무선 인터넷 남/녀 화장실 구분,// 추석연휴 정상운영 합니다 // 추석당일(29일)만 오픈 11시 ~22:30 외에는 10시~22시30분 정상운영 합니다 반갑습니다 감사합니다 - 맛있는 한 끼를 위해 언제나 노력하는 스시사소우 입니다 ! 사소우는 초밥과 생선구이 도시락 사시미 덮밥 등 퓨전일식전문점으로 늘 손님들의 소중한 한 끼를 위해 연구하며 나아가고있습니다 - 매장과 배달로도 운영중이며 언제나 정성다한 마음과 깨끗한 손길로 보답해나가겠습니다 - 감사합니다 :)
82,스시 사소우,광어초밥(10pcs),혜화역4번 출구에서208m,영업 중22:30에 라스트오더22시 30분에 라스트오더,단체 이용 가능 포장 배달 무선 인터넷 남/녀 화장실 구분,// 추석연휴 정상운영 합니다 // 추석당일(29일)만 오픈 11시 ~22:30 외에는 10시~22시30분 정상운영 합니다 반갑습니다 감사합니다 - 맛있는 한 끼를 위해 언제나 노력하는 스시사소우 입니다 ! 사소우는 초밥과 생선구이 도시락 사시미 덮밥 등 퓨전일식전문점으로 늘 손님들의 소중한 한 끼를 위해 연구하며 나아가고있습니다 - 매장과 배달로도 운영중이며 언제나 정성다한 마음과 깨끗한 손길로 보답해나가겠습니다 - 감사합니다 :)
83,스시 사소우,꽃등심초밥(10pcs),혜화역4번 출구에서208m,영업 중22:30에 라스트오더22시 30분에 라스트오더,단체 이용 가능 포장 배달 무선 인터넷 남/녀 화장실 구분,// 추석연휴 정상운영 합니다 // 추석당일(29일)만 오픈 11시 ~22:30 외에는 10시~22시30분 정상운영 합니다 반갑습니다 감사합니다 - 맛있는 한 끼를 위해 언제나 노력하는 스시사소우 입니다 ! 사소우는 초밥과 생선구이 도시락 사시미 덮밥 등 퓨전일식전문점으로 늘 손님들의 소중한 한 끼를 위해 연구하며 나아가고있습니다 - 매장과 배달로도 운영중이며 언제나 정성다한 마음과 깨끗한 손길로 보답해나가겠습니다 - 감사합니다 :)
84,스시 사소우,왕새우초밥(10pcs),혜화역4번 출구에서208m,영업 중22:30에 라스트오더22시 30분에 라스트오더,단체 이용 가능 포장 배달 무선 인터넷 남/녀 화장실 구분,// 추석연휴 정상운영 합니다 // 추석당일(29일)만 오픈 11시 ~22:30 외에는 10시~22시30분 정상운영 합니다 반갑습니다 감사합니다 - 맛있는 한 끼를 위해 언제나 노력하는 스시사소우 입니다 ! 사소우는 초밥과 생선구이 도시락 사시미 덮밥 등 퓨전일식전문점으로 늘 손님들의 소중한 한 끼를 위해 연구하며 나아가고있습니다 - 매장과 배달로도 운영중이며 언제나 정성다한 마음과 깨끗한 손길로 보답해나가겠습니다 - 감사합니다 :)
85,스시 사소우,연어 + 광어초밥(10pcs),혜화역4번 출구에서208m,영업 중22:30에 라스트오더22시 30분에 라스트오더,단체 이용 가능 포장 배달 무선 인터넷 남/녀 화장실 구분,// 추석연휴 정상운영 합니다 // 추석당일(29일)만 오픈 11시 ~22:30 외에는 10시~22시30분 정상운영 합니다 반갑습니다 감사합니다 - 맛있는 한 끼를 위해 언제나 노력하는 스시사소우 입니다 ! 사소우는 초밥과 생선구이 도시락 사시미 덮밥 등 퓨전일식전문점으로 늘 손님들의 소중한 한 끼를 위해 연구하며 나아가고있습니다 - 매장과 배달로도 운영중이며 언제나 정성다한 마음과 깨끗한 손길로 보답해나가겠습니다 - 감사합니다 :)
86,스시 사소우,연어 + 꽃등심초밥(10pcs),혜화역4번 출구에서208m,영업 중22:30에 라스트오더22시 30분에 라스트오더,단체 이용 가능 포장 배달 무선 인터넷 남/녀 화장실 구분,// 추석연휴 정상운영 합니다 // 추석당일(29일)만 오픈 11시 ~22:30 외에는 10시~22시30분 정상운영 합니다 반갑습니다 감사합니다 - 맛있는 한 끼를 위해 언제나 노력하는 스시사소우 입니다 ! 사소우는 초밥과 생선구이 도시락 사시미 덮밥 등 퓨전일식전문점으로 늘 손님들의 소중한 한 끼를 위해 연구하며 나아가고있습니다 - 매장과 배달로도 운영중이며 언제나 정성다한 마음과 깨끗한 손길로 보답해나가겠습니다 - 감사합니다 :)
87,스시 사소우,연어 + 왕새우초밥(10pcs),혜화역4번 출구에서208m,영업 중22:30에 라스트오더22시 30분에 라스트오더,단체 이용 가능 포장 배달 무선 인터넷 남/녀 화장실 구분,// 추석연휴 정상운영 합니다 // 추석당일(29일)만 오픈 11시 ~22:30 외에는 10시~22시30분 정상운영 합니다 반갑습니다 감사합니다 - 맛있는 한 끼를 위해 언제나 노력하는 스시사소우 입니다 ! 사소우는 초밥과 생선구이 도시락 사시미 덮밥 등 퓨전일식전문점으로 늘 손님들의 소중한 한 끼를 위해 연구하며 나아가고있습니다 - 매장과 배달로도 운영중이며 언제나 정성다한 마음과 깨끗한 손길로 보답해나가겠습니다 - 감사합니다 :)
88,스시 사소우,광어 + 꽃등심초밥(10pcs),혜화역4번 출구에서208m,영업 중22:30에 라스트오더22시 30분에 라스트오더,단체 이용 가능 포장 배달 무선 인터넷 남/녀 화장실 구분,// 추석연휴 정상운영 합니다 // 추석당일(29일)만 오픈 11시 ~22:30 외에는 10시~22시30분 정상운영 합니다 반갑습니다 감사합니다 - 맛있는 한 끼를 위해 언제나 노력하는 스시사소우 입니다 ! 사소우는 초밥과 생선구이 도시락 사시미 덮밥 등 퓨전일식전문점으로 늘 손님들의 소중한 한 끼를 위해 연구하며 나아가고있습니다 - 매장과 배달로도 운영중이며 언제나 정성다한 마음과 깨끗한 손길로 보답해나가겠습니다 - 감사합니다 :)
89,스시 사소우,왕새우 + 꽃등심초밥(10pcs),혜화역4번 출구에서208m,영업 중22:30에 라스트오더22시 30분에 라스트오더,단체 이용 가능 포장 배달 무선 인터넷 남/녀 화장실 구분,// 추석연휴 정상운영 합니다 // 추석당일(29일)만 오픈 11시 ~22:30 외에는 10시~22시30분 정상운영 합니다 반갑습니다 감사합니다 - 맛있는 한 끼를 위해 언제나 노력하는 스시사소우 입니다 ! 사소우는 초밥과 생선구이 도시락 사시미 덮밥 등 퓨전일식전문점으로 늘 손님들의 소중한 한 끼를 위해 연구하며 나아가고있습니다 - 매장과 배달로도 운영중이며 언제나 정성다한 마음과 깨끗한 손길로 보답해나가겠습니다 - 감사합니다 :)
90,스시 사소우,연어회,혜화역4번 출구에서208m,영업 중22:30에 라스트오더22시 30분에 라스트오더,단체 이용 가능 포장 배달 무선 인터넷 남/녀 화장실 구분,// 추석연휴 정상운영 합니다 // 추석당일(29일)만 오픈 11시 ~22:30 외에는 10시~22시30분 정상운영 합니다 반갑습니다 감사합니다 - 맛있는 한 끼를 위해 언제나 노력하는 스시사소우 입니다 ! 사소우는 초밥과 생선구이 도시락 사시미 덮밥 등 퓨전일식전문점으로 늘 손님들의 소중한 한 끼를 위해 연구하며 나아가고있습니다 - 매장과 배달로도 운영중이며 언제나 정성다한 마음과 깨끗한 손길로 보답해나가겠습니다 - 감사합니다 :)
91,스시 사소우,광어회,혜화역4번 출구에서208m,영업 중22:30에 라스트오더22시 30분에 라스트오더,단체 이용 가능 포장 배달 무선 인터넷 남/녀 화장실 구분,// 추석연휴 정상운영 합니다 // 추석당일(29일)만 오픈 11시 ~22:30 외에는 10시~22시30분 정상운영 합니다 반갑습니다 감사합니다 - 맛있는 한 끼를 위해 언제나 노력하는 스시사소우 입니다 ! 사소우는 초밥과 생선구이 도시락 사시미 덮밥 등 퓨전일식전문점으로 늘 손님들의 소중한 한 끼를 위해 연구하며 나아가고있습니다 - 매장과 배달로도 운영중이며 언제나 정성다한 마음과 깨끗한 손길로 보답해나가겠습니다 - 감사합니다 :)
92,스시 사소우,연어+광어회,혜화역4번 출구에서208m,영업 중22:30에 라스트오더22시 30분에 라스트오더,단체 이용 가능 포장 배달 무선 인터넷 남/녀 화장실 구분,// 추석연휴 정상운영 합니다 // 추석당일(29일)만 오픈 11시 ~22:30 외에는 10시~22시30분 정상운영 합니다 반갑습니다 감사합니다 - 맛있는 한 끼를 위해 언제나 노력하는 스시사소우 입니다 ! 사소우는 초밥과 생선구이 도시락 사시미 덮밥 등 퓨전일식전문점으로 늘 손님들의 소중한 한 끼를 위해 연구하며 나아가고있습니다 - 매장과 배달로도 운영중이며 언제나 정성다한 마음과 깨끗한 손길로 보답해나가겠습니다 - 감사합니다 :)
